split,alias_class,run,period,temperature_K,field_G,frequency_MHz,tau_dev_us,envelope_amplitude_rate,envelope_background_rate,direction_target,direction_sideband_median,direction_target_sideband_ratio,direction_sideband_percentile,direction_broken_detector,direction_broken_time,release_target,release_sideband_median,release_target_sideband_ratio,release_sideband_percentile,release_broken_time,release_amplitude_z,release_peak_x_spin,raw_total_counts,time_bins
development,primary,EMU00069983,RF on,300.0,50.0,0.67745,2.202999999999956,6.343113727392196,0.0,0.026876275525213388,0.005680557104117987,4.731274597297871,1.0,0.008144167606179021,0.007004453210133521,0.0034388239000486195,0.0019243054575690036,1.7870467947396065,0.6666666666666666,0.0015432642846769599,0.0856124049672702,1.2769875810424225,7973214.0,360
development,primary,EMU00069983,RF off,300.0,50.0,0.67745,2.202999999999956,6.348159556905304,0.0,0.02112876521311498,0.005935502415240855,3.5597264957489876,1.0,0.007294789357151579,0.011083993543322216,0.009117034225381631,0.005256799920562696,1.73433160157363,0.8,0.004889702713011085,0.13786080204619722,1.776573684264134,7980422.0,360
development,primary,EMU00069989,RF on,300.0,86.0,1.165214,2.202999999999956,6.314258549092355,0.00041729670252014584,0.023809164384063507,0.0057468171388972275,4.143017571050175,1.0,0.006475313384370668,0.012877916726733107,0.004387057404989901,0.0030228916335741864,1.4512784237001448,0.6666666666666666,0.00828115772260488,0.10416233625817482,1.5164316266092077,7940027.0,360
development,primary,EMU00069989,RF off,300.0,86.0,1.165214,2.202999999999956,6.3141697789838105,0.0,0.026999515786089594,0.0061501082908107865,4.39008786665286,1.0,0.008949375584128724,0.008429035802694752,0.009242205393527707,0.0020599661676911287,4.486581157731656,0.7777777777777778,0.0028331879875421184,0.14503254331561508,1.31995640013321,7937534.0,360
development,primary,EMU00069995,RF on,300.0,122.0,1.652978,2.202999999999956,6.3294581842770645,0.0,0.023272318351741077,0.005852082974146237,3.976758096998152,1.0,0.010144446048097305,0.010255834643522348,0.0017214002370127808,0.007371271060520439,0.23352827794277906,0.2631578947368421,0.011703282756541714,0.058348632180391664,1.446273316207914,7595433.0,360
development,primary,EMU00069995,RF off,300.0,122.0,1.652978,2.202999999999956,6.32603124611625,0.0013871550990231642,0.01988604013345753,0.0056197993958940875,3.5385676129269985,1.0,0.009328786971905423,0.010224270583655267,0.01781779936643078,0.0028206918409453678,6.316818841316272,1.0,0.009698424805462945,0.19180602003050357,1.7133475193330225,7596944.0,360
development,primary,EMU00070001,RF on,300.0,158.0,2.140742,2.202999999999956,6.333403982847048,0.0,0.020276523349975522,0.005547991704960309,3.6547501200924346,1.0,0.008077132103466092,0.008549900618090422,0.010482096824522037,0.004741520311752371,2.210703769114102,0.8095238095238095,0.012538687796907734,0.14763397055179422,1.0757299894909884,7599772.0,360
development,primary,EMU00070001,RF off,300.0,158.0,2.140742,2.202999999999956,6.336536234616158,0.0,0.018979903440684898,0.0058201333874413445,3.261077053945128,1.0,0.009028516159368673,0.007630696296248973,0.002893589302794742,0.0048728053146358695,0.5938241148489167,0.42857142857142855,0.0005862723609242232,0.07644390408160096,0.9876637466918169,7603494.0,360
development,primary,EMU00070007,RF on,300.0,194.0,2.6285060000000002,2.202999999999956,6.338833131020503,0.0007757852934675252,0.019871112544216113,0.005422000684155367,3.6649041012269095,1.0,0.008026362242750074,0.01141815616012932,0.002274825356927238,0.0054595572217456196,0.4166684704515091,0.3333333333333333,0.0028354432328470697,0.06978625113851435,0.7705647034959197,7609996.0,360
development,primary,EMU00070007,RF off,300.0,194.0,2.6285060000000002,2.202999999999956,6.334256526095173,0.0,0.018067560547832397,0.005706845914057165,3.1659450456386398,1.0,0.009271347074764489,0.009298192977597606,0.014027493509615846,0.005830946284927389,2.4056976044996317,0.9047619047619048,0.009967140831221738,0.1725883479750323,1.1058783000743841,7600905.0,360
development,primary,EMU00070013,RF on,300.0,230.0,3.11627,2.202999999999956,6.342783046679745,0.0,0.019548028367134155,0.005622288884293466,3.4768808165912466,1.0,0.0074934713224578545,0.009680134241254464,0.0031094432225214574,0.00625522508593738,0.49709533706659415,0.2727272727272727,0.01679830166555299,0.0860649010913977,0.0002845677246749167,7611722.0,360
development,primary,EMU00070013,RF off,300.0,230.0,3.11627,2.202999999999956,6.32880403708942,0.0,0.01622470952417534,0.00580149021715746,2.7966451578582365,1.0,0.007630889388004649,0.010366717654026532,0.003150586639628257,0.0033045718892019266,0.953402360506414,0.5,0.0007368613437961532,0.07945075875458353,1.4200404161401283,7594518.0,360
development,primary,EMU00070019,RF on,300.0,266.0,3.604034,2.202999999999956,6.333931824607978,0.0005683780831086322,0.0138066893058574,0.005193755563644624,2.6583248165358033,1.0,0.008333171834789342,0.0074271574169915726,0.012796239384115601,0.00508549252408746,2.5162242051298183,0.8695652173913043,0.0013671945444212025,0.16690378492075497,1.1746940288689403,7603330.0,360
development,primary,EMU00070019,RF off,300.0,266.0,3.604034,2.202999999999956,6.336595475991385,0.0,0.014790077329395518,0.005719145436819804,2.586064210603413,1.0,0.008899543850004788,0.010560080351795993,0.012245925768936758,0.0050952674142732335,2.403392162427546,0.8260869565217391,0.0003079759099007486,0.1612154185334902,0.9913595815506044,7603092.0,360
development,primary,EMU00070025,RF on,300.0,302.0,4.091798,2.202999999999956,6.33233472859238,0.0,0.01214898880265641,0.005537145867257114,2.19408863228567,1.0,0.008899254928946812,0.008681640016498383,0.0019586218814041053,0.004849177006895198,0.4039081020591905,0.4166666666666667,0.005915675700642402,0.06716698274636926,0.7197482296728253,7598163.0,360
development,primary,EMU00070025,RF off,300.0,302.0,4.091798,2.202999999999956,6.333970482157171,0.0,0.012672612688210806,0.00528731383993194,2.396796004901788,1.0,0.01035125316953834,0.007906552057847,0.012665381972218722,0.002321206392529771,5.456379067789544,0.875,0.004585631264531217,0.16484364038685695,1.646864686361968,7600392.0,360
development,primary,EMU00070031,RF on,300.0,338.0,4.579562,2.202999999999956,6.335837570957469,0.00044642277529630874,0.009832208152286952,0.005719892060327179,1.7189499467101041,1.0,0.009411232031798347,0.007826219430345218,0.003653067612325354,0.003331451525603435,1.096539326551859,0.56,0.002557601906467714,0.08735616995381068,1.0805578442947015,7605156.0,360
development,primary,EMU00070031,RF off,300.0,338.0,4.579562,2.202999999999956,6.336136920318069,0.0,0.010951814273454055,0.005645258332725892,1.9400023219426024,1.0,0.007745762831686519,0.009659880832279524,0.0025759812887186074,0.005414841887827921,0.4757260400362165,0.32,0.0002072686878180657,0.07570235416523517,0.7127531513730021,7602506.0,360
development,primary,EMU00070037,RF on,300.0,374.0,5.067326,2.202999999999956,6.3272118852324315,0.0,0.011608694490171328,0.005733845557379886,2.024591414958862,1.0,0.009378465966926586,0.008212163560276502,0.00753861008454102,0.0034115276573136984,2.2097461436021493,0.68,0.007190885202961285,0.13373273058842053,1.146379576172487,7592096.0,360
development,primary,EMU00070037,RF off,300.0,374.0,5.067326,2.202999999999956,6.327412383102137,0.0011381139040793616,0.010793376108042138,0.005258627986157275,2.0525080185277305,1.0,0.006465622804224181,0.00829703552562563,0.008430804406478386,0.003272156604201206,2.576528395876242,0.76,0.0011563180138471005,0.1342697051950372,1.0899613439605962,7597660.0,360
development,primary,EMU00070043,RF on,300.0,410.0,5.55509,2.202999999999956,6.324840517871397,0.001992113610857685,0.010155351909496419,0.005491243561264973,1.8493719676052784,1.0,0.007325868420642286,0.00810985927676729,0.0006807569420653875,0.00437629648414946,0.15555548956315599,0.11538461538461539,0.0006579286409315094,0.03838854610858577,1.4171092874368636,7597802.0,360
development,primary,EMU00070043,RF off,300.0,410.0,5.55509,2.202999999999956,6.336337029756336,0.0013996687415443235,0.00942614375443566,0.0054985316875653,1.7143019791542695,1.0,0.008474014017064078,0.010063818999507616,0.002969557609242003,0.0036426580197586027,0.8152172378341446,0.38461538461538464,0.0009756968836013029,0.07676645824301054,1.5095045744113513,7609359.0,360
development,primary,EMU00070049,RF on,300.0,446.0,6.042854,2.202999999999956,6.3359282928615634,0.00010627714935157444,0.00897122241172407,0.005412619869466218,1.6574639690351642,1.0,0.009154040800083172,0.00932520908148992,0.0018606496700232658,0.004982183026109999,0.37346072199118474,0.19230769230769232,0.008583992246537794,0.06401389217319374,0.859512084816045,7603979.0,360
development,primary,EMU00070049,RF off,300.0,446.0,6.042854,2.202999999999956,6.334003608925929,0.0019153010136221873,0.008603060013353939,0.005468967406656916,1.5730684375412722,1.0,0.008543498801445934,0.0068096658977029375,0.0025548536734232245,0.0038528828743305712,0.6631018270616711,0.38461538461538464,0.00021392740697860372,0.07570069656260164,1.7340266904592152,7608508.0,360
development,primary,EMU00070055,RF on,300.0,482.0,6.5306180000000005,2.202999999999956,6.324977214844921,0.000148626121966127,0.00949515038990924,0.005607795779348192,1.6932054524661888,1.0,0.008356987625875265,0.008350766235262161,0.01806915712043078,0.004322097253925153,4.180645658544843,0.9230769230769231,0.003967591702182341,0.20367262538032266,0.7081611495031744,7590997.0,360
development,primary,EMU00070055,RF off,300.0,482.0,6.5306180000000005,2.202999999999956,6.318768702911225,0.0025636522799093817,0.007940853714288511,0.0055220410302192656,1.4380287416975606,1.0,0.009594672573564162,0.009507550245905454,0.00856961018652797,0.002847186256134028,3.0098523298451068,0.8846153846153846,0.006627017413195343,0.13665822817675635,1.4959143439777614,7592676.0,360
validation,primary,EMU00069986,RF on,300.0,68.0,0.921332,2.202999999999956,6.305711939002401,0.0012785613357487293,0.025614819668140255,0.00608634018488028,4.208575086186068,1.0,0.007103352061386835,0.010308133870505075,0.013609930711086654,0.006419365214629049,2.120136533137431,0.7647058823529411,0.002196293206516117,0.1724586485192893,1.6926492127661086,7932693.0,360
validation,primary,EMU00069986,RF off,300.0,68.0,0.921332,2.202999999999956,6.29830236811672,0.0006524689461561125,0.0241850649367276,0.005375724336681725,4.498940686318064,1.0,0.008193193443887123,0.00772190168805499,0.016045229220498544,0.004491974290330983,3.571977082557229,0.8823529411764706,0.0013329671691360034,0.18263374714831104,1.5913652561267422,7919458.0,360
validation,primary,EMU00069992,RF on,300.0,104.0,1.4090960000000001,2.202999999999956,6.315161445133974,0.001116189338691016,0.0267033074695096,0.0058244295306154395,4.5847077948401225,1.0,0.006316004409617883,0.009633241376474326,0.005428993253575854,0.0032058235887265727,1.693478478562314,0.6666666666666666,0.022292707883370226,0.11461994188394382,1.4010764233444584,7943930.0,360
validation,primary,EMU00069992,RF off,300.0,104.0,1.4090960000000001,2.202999999999956,6.327512521330927,0.0,0.021861297136501492,0.005616291040526215,3.8924793923167504,1.0,0.008074754350288404,0.009383683022314284,0.0014021373031319218,0.004637767336819383,0.30233023808682874,0.3333333333333333,0.0031926830749690227,0.057733695798255824,1.963933050018636,7953497.0,360
validation,primary,EMU00069998,RF on,300.0,140.0,1.89686,2.202999999999956,6.326807531837451,1.4869396385314437e-05,0.02301748551684647,0.005504300657480235,4.18172751620429,1.0,0.007931520806232552,0.008241336235013932,0.02071652260823069,0.007809106801907878,2.652867111917248,0.95,0.0012366533914164493,0.22511167950969932,1.2135155509824207,7954210.0,360
validation,primary,EMU00069998,RF off,300.0,140.0,1.89686,2.202999999999956,6.3202371137807924,0.0,0.022384209445060956,0.005855137187464991,3.8230034119409426,1.0,0.007812666273921118,0.007945477500353076,0.0004615837001252592,0.004629547307775658,0.09970385211314207,0.05,0.0010413772105977255,0.029495480719379952,0.5989845659200047,7945521.0,360
validation,primary,EMU00070004,RF on,300.0,176.0,2.384624,2.202999999999956,6.341308231917486,0.0,0.019181612222881214,0.005542162339591985,3.4610339877365206,1.0,0.008983179917893287,0.012408724676329303,0.002458566837966354,0.0022713373206485494,1.0824314009265448,0.5238095238095238,0.010816726238335423,0.07264391242186319,1.851663866948229,7971286.0,360
validation,primary,EMU00070004,RF off,300.0,176.0,2.384624,2.202999999999956,6.332517242871955,0.0016325686091949777,0.020029915142534837,0.0055954429227662835,3.57968357804862,1.0,0.00754711126871158,0.01263925785995631,0.006470327041240103,0.0034811045140598056,1.8586994487258715,0.5714285714285714,0.001055744010153233,0.1139212410279513,0.9702053110805408,7967795.0,360
validation,primary,EMU00070010,RF on,300.0,212.0,2.872388,2.202999999999956,6.340547682692254,0.0,0.016949044963029278,0.0054155393683559365,3.1297057984779664,1.0,0.009420607625167611,0.007817841757891554,0.0014045521148820651,0.004415681865128497,0.3180827237519278,0.22727272727272727,0.01914422408993588,0.056103873622747526,1.7241164219673826,7971233.0,360
validation,primary,EMU00070010,RF off,300.0,212.0,2.872388,2.202999999999956,6.336550279426129,0.001759478767121819,0.01636506125804389,0.0055650040465888536,2.940709678023519,1.0,0.007513325253409942,0.009680659776292231,0.0077842964394091475,0.003907971154117734,1.9919022255850134,0.6818181818181818,0.005664047442065188,0.1321302176268814,1.2381909306059333,7973368.0,360
validation,primary,EMU00070016,RF on,300.0,248.0,3.3601520000000002,2.202999999999956,6.33081738667497,0.00028892143007010733,0.014942085920697672,0.0055807027642926455,2.677455967786448,1.0,0.00896682574228927,0.008265993773609636,0.0015629224768741734,0.002305855236022369,0.6778059838527571,0.30434782608695654,0.003937042065902288,0.06102469038501708,0.08092340072673854,7598536.0,360
validation,primary,EMU00070016,RF off,300.0,248.0,3.3601520000000002,2.202999999999956,6.332176793683839,0.0,0.016397153753534805,0.005560585959563188,2.9488176017375842,1.0,0.007953180530765104,0.008839910086272083,0.003423420434257137,0.005300990961747941,0.6458076346405057,0.43478260869565216,0.01939646603820492,0.08506590142593733,1.3616524237082748,7598557.0,360
validation,primary,EMU00070022,RF on,300.0,284.0,3.847916,2.202999999999956,6.344715507986322,0.0011539814234607635,0.01293188090075206,0.005356860265363265,2.414078445235515,1.0,0.008417326750339094,0.010721638368307394,0.012052142875080685,0.003146821737949642,3.8299414071460673,0.782608695652174,0.00010090856644578031,0.15749784033429703,0.8464198548309649,7618485.0,360
validation,primary,EMU00070022,RF off,300.0,284.0,3.847916,2.202999999999956,6.337925042662247,0.0006159519520048494,0.013955137616009002,0.005698168291589282,2.449056767348786,1.0,0.008222706698383446,0.008402515727653267,0.0037524161230725267,0.002562234202156386,1.4645094191290082,0.6086956521739131,0.002700840063474597,0.09315967431632162,0.9224168792200796,7608302.0,360
validation,primary,EMU00070028,RF on,300.0,320.0,4.33568,2.202999999999956,6.340317721004912,0.0,0.012942525150924795,0.0054213523399633074,2.387324110170709,1.0,0.009411700665042625,0.0058413028461167,0.0006465481661901229,0.0036089697003034923,0.1791503448022166,0.20833333333333334,0.0026464459937946398,0.037932668698099206,0.4468913830515879,7607358.0,360
