split,alias_class,run,period,field_G,frequency_MHz,phase_bin,x_spin_mid,direction_cos,direction_sin,release_residual,parent_release_ARA,time_us,count_weight,sample_bins
development,primary,EMU00069983,RF on,50.0,0.67745,29,1.84375,0.08587887898809222,-0.08069744160191775,-0.09354667987853087,1.2350209740498606,2.4645157503576383,215610.0,12
development,primary,EMU00069983,RF on,50.0,0.67745,30,1.90625,0.10151507972613583,-0.02060435830443636,-0.18857437059670026,1.2307636796805872,2.4759717377043056,192041.0,11
development,primary,EMU00069983,RF on,50.0,0.67745,31,1.96875,0.13434423508218643,-0.030172927629048,-0.5813368482625819,1.2657194052104772,2.5533118248113063,206140.0,12
development,primary,EMU00069983,RF off,50.0,0.67745,0,0.03125,0.07472100479446188,0.029613179060081624,0.04952076616233498,1.2626441773314325,2.5223452419904926,193293.0,11
development,primary,EMU00069983,RF off,50.0,0.67745,1,0.09375,0.059147759956728954,0.04499650592701309,0.04114363848795296,1.298153636737171,2.6545175889311534,198370.0,12
development,primary,EMU00069983,RF off,50.0,0.67745,2,0.15625,0.07526963998312876,0.061285507911009916,0.1995792719444588,1.272497590731819,2.4544453963281563,180678.0,9
development,primary,EMU00069983,RF off,50.0,0.67745,3,0.21875,0.07597290094103445,0.06069473309189092,0.2398789479279577,1.2881966060723187,2.5035495583368315,176765.0,9
development,primary,EMU00069983,RF off,50.0,0.67745,4,0.28125,0.061423126306546165,0.05880582089262217,0.015738794686162516,1.3528298344733547,2.735573920259211,140809.0,8
development,primary,EMU00069983,RF off,50.0,0.67745,5,0.34375,0.08201804351966377,0.07526860044773759,-0.43073174212340004,0.8530054647558525,1.6040067221687746,292935.0,11
development,primary,EMU00069983,RF off,50.0,0.67745,6,0.40625,0.04483137027372269,0.07778158764516371,-0.46103282224763614,0.7655184380644945,1.4107154877824462,347880.0,12
development,primary,EMU00069983,RF off,50.0,0.67745,7,0.46875,0.03540262656901213,0.059625970612655954,-0.0720190217347139,0.7561245709487086,1.3720652038381382,325554.0,11
development,primary,EMU00069983,RF off,50.0,0.67745,8,0.53125,0.008521837161444062,0.08423308475348087,-0.20004683601429266,0.8186806915522262,1.5069452826110252,333857.0,12
development,primary,EMU00069983,RF off,50.0,0.67745,9,0.59375,-0.017044300781588074,0.061057911538978986,0.07983241888292149,0.8216562878625044,1.4762586487303393,319549.0,11
development,primary,EMU00069983,RF off,50.0,0.67745,10,0.65625,-0.03990981236027682,0.06043044696282943,-0.2790574230564255,0.8680258840184913,1.5999532498565856,319887.0,12
development,primary,EMU00069983,RF off,50.0,0.67745,11,0.71875,-0.05653103458668964,0.07625210821429877,0.14428675662883042,0.986902889803903,1.878802913666595,259429.0,11
development,primary,EMU00069983,RF off,50.0,0.67745,12,0.78125,-0.08461193873973598,0.10001027229900016,-0.16385845003564012,0.9105289841421955,1.6888752825095033,307175.0,12
development,primary,EMU00069983,RF off,50.0,0.67745,13,0.84375,-0.09859116815352535,0.05091916847087732,-0.5838713383616702,0.9029702683114629,1.694523877058447,273509.0,11
development,primary,EMU00069983,RF off,50.0,0.67745,14,0.90625,-0.09657468972444365,0.01975357879447634,0.06397543630278164,0.9545864693834413,1.7767975711665314,295453.0,12
development,primary,EMU00069983,RF off,50.0,0.67745,15,0.96875,-0.07899115121103499,0.011381660527762847,-0.23220121133236316,0.9448666911137343,1.7315797250965193,275819.0,11
development,primary,EMU00069983,RF off,50.0,0.67745,16,1.03125,-0.09955751375346314,-0.046282936218328755,0.03849164058380929,0.9992440643861606,1.8722668856933617,283076.0,12
development,primary,EMU00069983,RF off,50.0,0.67745,17,1.09375,-0.06923737710622291,-0.02626775005570329,-0.06482062372152353,1.0034741689497895,1.8445836952321026,270182.0,11
development,primary,EMU00069983,RF off,50.0,0.67745,18,1.15625,-0.04200909968708581,-0.05921066980834499,0.20465850565921653,1.0429618385471249,1.9710136802231282,271334.0,12
development,primary,EMU00069983,RF off,50.0,0.67745,19,1.21875,-0.049271307104042046,-0.03237297442666846,0.1540568535929618,1.1432731225221282,2.247683972819026,219527.0,11
development,primary,EMU00069983,RF off,50.0,0.67745,20,1.28125,-0.036395485130949465,-0.03073788835892501,-0.20338982768180905,1.0755186564596684,2.0482762475529808,260392.0,12
development,primary,EMU00069983,RF off,50.0,0.67745,21,1.34375,-0.05084041808314907,-0.101628290756815,0.25239634718870946,1.0709287574000381,2.05995458270011,232928.0,11
development,primary,EMU00069983,RF off,50.0,0.67745,22,1.40625,-0.02203581974781931,-0.1082487265897356,0.16620264048654287,1.1166628530496183,2.1487051198971683,249966.0,12
development,primary,EMU00069983,RF off,50.0,0.67745,23,1.46875,-0.008546990270476,-0.11706591253529756,-0.5485909504798031,1.1348600593362679,2.193423889986125,243494.0,12
development,primary,EMU00069983,RF off,50.0,0.67745,24,1.53125,0.03667717200042058,-0.10563514512199759,-0.3116192708232817,1.12830502335614,2.15541835278378,227669.0,11
development,primary,EMU00069983,RF off,50.0,0.67745,25,1.59375,0.06144531766296838,-0.09660183934697665,-0.2544993666812063,1.1701283284478379,2.281981285259039,234291.0,12
development,primary,EMU00069983,RF off,50.0,0.67745,26,1.65625,0.054388874985644695,-0.10566973226704263,0.1634544644920061,1.1738991927936564,2.2570831198144785,224250.0,11
development,primary,EMU00069983,RF off,50.0,0.67745,27,1.71875,0.08833671201706222,-0.1140238933023832,0.33095078381183535,1.2055894635811686,2.3800320319439376,225268.0,12
development,primary,EMU00069983,RF off,50.0,0.67745,28,1.78125,0.08164256472146676,-0.0401769659326415,-0.16277328065610192,1.2894730913723222,2.660780820918118,181379.0,11
development,primary,EMU00069983,RF off,50.0,0.67745,29,1.84375,0.04856794611475218,-0.052070478146157416,0.12876627011856215,1.2353389218179829,2.4674622947532927,215938.0,12
development,primary,EMU00069983,RF off,50.0,0.67745,30,1.90625,0.09292671580414391,-0.02707788468354639,-0.010656825599784444,1.2308698898044004,2.4766907597500287,192428.0,11
development,primary,EMU00069983,RF off,50.0,0.67745,31,1.96875,0.09791569323881152,-0.015444161316301287,0.4191027533282736,1.2687636608274195,2.5656235793126063,207338.0,12
development,primary,EMU00069989,RF on,86.0,1.165214,0,0.03125,0.0886696427675901,-0.001007890340421215,0.05694829660206139,1.0751446934285982,1.9917929944974382,234064.0,10
development,primary,EMU00069989,RF on,86.0,1.165214,1,0.09375,0.10184519736774358,0.0033490459060584203,0.42789909181543234,1.108445767523505,2.1075255628321616,218551.0,10
development,primary,EMU00069989,RF on,86.0,1.165214,2,0.15625,0.09906775099621354,0.011323531398041018,-0.2733523158945792,1.2126435669285471,2.367741510782561,195672.0,10
development,primary,EMU00069989,RF on,86.0,1.165214,3,0.21875,0.07025749073393957,0.0468711089824372,0.5359369668058322,1.1060699834635477,2.065051720835563,226873.0,10
development,primary,EMU00069989,RF on,86.0,1.165214,4,0.28125,0.07433121099641231,0.09472905973532922,-0.24092910832485925,1.138364774892294,2.1815537979755897,210053.0,10
development,primary,EMU00069989,RF on,86.0,1.165214,5,0.34375,0.04372751396398347,0.11117010600196255,-0.11661822227041387,1.1469390127915373,2.1799376745168892,232597.0,11
development,primary,EMU00069989,RF on,86.0,1.165214,6,0.40625,0.03727970733994193,0.08155698582704397,-0.31223524669377006,1.2402292655049478,2.437356586192616,173387.0,9
development,primary,EMU00069989,RF on,86.0,1.165214,7,0.46875,-0.0031409220962760145,0.09021202705189503,-0.40026641264453644,1.170911614940139,2.2670858137016303,202063.0,10
development,primary,EMU00069989,RF on,86.0,1.165214,8,0.53125,-0.00633665569559013,0.12086598569645704,-0.10386378799500662,1.1778259497613064,2.2612025835942937,224260.0,11
development,primary,EMU00069989,RF on,86.0,1.165214,9,0.59375,-0.041510461625682935,0.06105935519462005,-0.10942249485377178,0.8256114634039827,1.5646034665453712,290490.0,11
development,primary,EMU00069989,RF on,86.0,1.165214,10,0.65625,-0.0368215779870657,0.0819196195781663,-0.5453085784081997,0.9936989014278406,1.8693820971637207,283431.0,12
development,primary,EMU00069989,RF on,86.0,1.165214,11,0.71875,-0.07697667084620272,0.09284311099663672,-0.25325386349854734,0.8386204823380706,1.5765287207277106,308942.0,12
development,primary,EMU00069989,RF on,86.0,1.165214,12,0.78125,-0.05666232660007026,0.04883094495995283,0.26855143735714754,0.9023808670798839,1.715862124818604,299948.0,12
development,primary,EMU00069989,RF on,86.0,1.165214,13,0.84375,-0.09848805301191763,0.050908406705084085,0.09510824678185704,0.9973209663015923,1.8783322135567995,256121.0,11
development,primary,EMU00069989,RF on,86.0,1.165214,14,0.90625,-0.10920794647446747,0.06563069528960405,0.21571466277619467,0.9104488880279732,1.744606967981975,310761.0,13
development,primary,EMU00069989,RF on,86.0,1.165214,15,0.96875,-0.06814344996371996,0.03382026811321322,0.05425222998624412,0.9103020982392734,1.705335659074243,276731.0,11
development,primary,EMU00069989,RF on,86.0,1.165214,16,1.03125,-0.14974924395136507,-0.00960904725974235,0.41012843978533714,1.0347078248371628,1.9631679952964243,247256.0,11
development,primary,EMU00069989,RF on,86.0,1.165214,17,1.09375,-0.09465278681517668,0.0035428841570913855,-0.40243985615227645,0.9494580494638816,1.8226638475114105,298625.0,13
development,primary,EMU00069989,RF on,86.0,1.165214,18,1.15625,-0.0628457867727747,-0.025678495753160113,-0.04032863183324602,0.9493142644413084,1.7863041379102176,266582.0,11
development,primary,EMU00069989,RF on,86.0,1.165214,19,1.21875,-0.05414206958027632,-0.06616219764187209,-0.18118824486621157,1.091332373072706,2.1314844608006367,245148.0,12
development,primary,EMU00069989,RF on,86.0,1.165214,20,1.28125,-0.04552216748323247,-0.09410293695200735,-0.17732419524858392,0.9629777905850851,1.8177389711917462,280901.0,12
development,primary,EMU00069989,RF on,86.0,1.165214,21,1.34375,-0.025010726810504216,-0.07278407555052879,0.42782717871491127,1.0048986561396092,1.9447621073996186,262975.0,12
development,primary,EMU00069989,RF on,86.0,1.165214,22,1.40625,-0.03048402679572761,-0.06628970545208722,-0.2383595695650601,1.10697373895017,2.1311350907573705,231313.0,11
development,primary,EMU00069989,RF on,86.0,1.165214,23,1.46875,0.0031416375900968165,-0.08287545767246893,0.4801842764082174,1.0015147658080055,1.9027388171655961,271790.0,12
development,primary,EMU00069989,RF on,86.0,1.165214,24,1.53125,0.05534771729149367,-0.08445249753804619,-0.20571709236638502,1.0387337058368253,2.02236258205494,252477.0,12
development,primary,EMU00069989,RF on,86.0,1.165214,25,1.59375,0.07080996376853718,-0.13347296380304816,0.2576019144208211,1.1392638503360428,2.211383248429327,223908.0,11
development,primary,EMU00069989,RF on,86.0,1.165214,26,1.65625,0.0813049140530942,-0.11110165639249485,0.0026044942387990866,1.035673433089013,1.9784261695965832,261471.0,12
development,primary,EMU00069989,RF on,86.0,1.165214,27,1.71875,0.059549396714632025,-0.08820646988120251,-0.2812638001903378,1.073609779933987,2.102437014924732,243382.0,12
development,primary,EMU00069989,RF on,86.0,1.165214,28,1.78125,0.09504396869998354,-0.06632086878323336,-0.016044108992641696,1.1702578606490457,2.294214842608271,215275.0,11
development,primary,EMU00069989,RF on,86.0,1.165214,29,1.84375,0.06074899227415773,-0.02853870271475121,0.4947766939094433,1.071358872065004,2.061625418580613,252908.0,12
development,primary,EMU00069989,RF on,86.0,1.165214,30,1.90625,0.10581971314566142,-0.025215150175894104,-0.35802689225581225,1.10730044982778,2.183244076959881,234576.0,12
development,primary,EMU00069989,RF on,86.0,1.165214,31,1.96875,0.132119016469082,-0.041949997336754766,-0.14418577361033116,1.200075040755194,2.3733012958928468,207496.0,11
development,primary,EMU00069989,RF off,86.0,1.165214,0,0.03125,0.10809959424335243,-0.03866466221177788,-0.3909231331843885,1.0740339226327364,1.989455378180256,233383.0,10
development,primary,EMU00069989,RF off,86.0,1.165214,1,0.09375,0.11060925399143903,7.553523996862702e-05,0.13987195477093464,1.1080775071396234,2.10513010774015,218221.0,10
development,primary,EMU00069989,RF off,86.0,1.165214,2,0.15625,0.07292657808466796,0.02098740253806438,0.22533236978488178,1.214069161921747,2.371749244237913,196183.0,10
development,primary,EMU00069989,RF off,86.0,1.165214,3,0.21875,0.08899087672386921,0.06352944007571705,-0.9865090185290585,1.1052710448171228,2.0624289455783007,224553.0,10
development,primary,EMU00069989,RF off,86.0,1.165214,4,0.28125,0.06830518582350265,0.060512200967828444,-0.13351011377272015,1.1411385638252165,2.1905900453310148,209689.0,10
development,primary,EMU00069989,RF off,86.0,1.165214,5,0.34375,0.028575469869769533,0.11267800310414006,0.3273587850032316,1.146793466903441,2.1798146452748908,233275.0,11
development,primary,EMU00069989,RF off,86.0,1.165214,6,0.40625,0.011912434180577776,0.07385149624204695,0.0878118367792699,1.2392992624243573,2.432709835784338,174083.0,9
development,primary,EMU00069989,RF off,86.0,1.165214,7,0.46875,-0.013543342544268751,0.08255937155268349,-0.061943190155980286,1.168690329841933,2.2599474261489063,202861.0,10
development,primary,EMU00069989,RF off,86.0,1.165214,8,0.53125,-0.03371863160397538,0.10713706599882628,0.06833728460281567,1.177688431323086,2.2600282431450394,224561.0,11
development,primary,EMU00069989,RF off,86.0,1.165214,9,0.59375,-0.058016704583567766,0.12112330197268488,-0.4148870396078552,0.8246522414960589,1.5614862664614069,290102.0,11
development,primary,EMU00069989,RF off,86.0,1.165214,10,0.65625,-0.03238050351780778,0.11535203684836792,-0.3087928298165847,0.9934115785985543,1.86821705185908,283919.0,12
development,primary,EMU00069989,RF off,86.0,1.165214,11,0.71875,-0.03679014469612106,0.0923776845699569,-0.17422393938520878,0.8388963299559172,1.578591627405046,308762.0,12
development,primary,EMU00069989,RF off,86.0,1.165214,12,0.78125,-0.09862398638316676,0.08027041205664026,-0.6130608275066292,0.9015845264427779,1.7137804398952499,298258.0,12
development,primary,EMU00069989,RF off,86.0,1.165214,13,0.84375,-0.11712380871985362,0.09300996547451824,-0.36182863998377146,0.998141757647777,1.8805564154427252,255113.0,11
development,primary,EMU00069989,RF off,86.0,1.165214,14,0.90625,-0.09221680405493848,0.019274892019155485,0.5413415073272057,0.9113482445001357,1.7458104798519842,311350.0,13
development,primary,EMU00069989,RF off,86.0,1.165214,15,0.96875,-0.07702410673574783,0.03574945955116512,-0.05827373689514586,0.9109128438857097,1.7091543290624072,276081.0,11
development,primary,EMU00069989,RF off,86.0,1.165214,16,1.03125,-0.11842753730286074,0.030303540657981003,0.0036526104990827605,1.0352968879110132,1.965089087366256,246363.0,11
development,primary,EMU00069989,RF off,86.0,1.165214,17,1.09375,-0.07033992217499771,-0.011923459791639538,0.5934735552024484,0.9492844112267308,1.8234928379203283,300554.0,13
development,primary,EMU00069989,RF off,86.0,1.165214,18,1.15625,-0.09715195309934736,-0.049190700792819245,-0.36436027688236994,0.9494423833219902,1.787281714460751,265857.0,11
development,primary,EMU00069989,RF off,86.0,1.165214,19,1.21875,-0.06350166242177079,-0.057250900002418594,0.4112313314793233,1.0917288132333458,2.1319539125453577,246149.0,12
development,primary,EMU00069989,RF off,86.0,1.165214,20,1.28125,-0.051835348537904107,-0.06404141739081373,0.2215456589194581,0.9651003926029338,1.8231957075142382,281255.0,12
development,primary,EMU00069989,RF off,86.0,1.165214,21,1.34375,-0.04661194997437454,-0.09328104830050835,-0.08060378021582676,1.0018428095950687,1.9369522729363102,262405.0,12
development,primary,EMU00069989,RF off,86.0,1.165214,22,1.40625,0.0036588550593821983,-0.09722620898932047,0.15827924653222075,1.1062838674986506,2.129745564513971,231983.0,11
development,primary,EMU00069989,RF off,86.0,1.165214,23,1.46875,0.03124925906513729,-0.13817777910275192,0.2885822543940813,1.0021992512585458,1.9031283636341296,271394.0,12
development,primary,EMU00069989,RF off,86.0,1.165214,24,1.53125,0.03921442145552384,-0.1016065560746232,-0.4909124557588367,1.037297874069398,2.0163982963881972,252306.0,12
development,primary,EMU00069989,RF off,86.0,1.165214,25,1.59375,0.05545762723397417,-0.0833495560520105,0.1308588626220189,1.138776127135781,2.2113553936498196,223584.0,11
development,primary,EMU00069989,RF off,86.0,1.165214,26,1.65625,0.0865594058091476,-0.10604064156180588,0.4556232820887393,1.0356435822024617,1.9777896615954644,262320.0,12
development,primary,EMU00069989,RF off,86.0,1.165214,27,1.71875,0.12062528305370597,-0.111998017347584,-0.17793565398332248,1.070659995149305,2.094488177649096,243945.0,12
development,primary,EMU00069989,RF off,86.0,1.165214,28,1.78125,0.062073907356891375,-0.05367787312418303,-0.5829963428847603,1.1710097790997178,2.2953083965394874,214267.0,11
development,primary,EMU00069989,RF off,86.0,1.165214,29,1.84375,0.08725100444305527,-0.04840374975131868,-0.312839081381882,1.0710405701966046,2.060403074310013,251406.0,12
development,primary,EMU00069989,RF off,86.0,1.165214,30,1.90625,0.10642682370767068,-0.018078121202385278,0.16443596444118133,1.106431292228061,2.181557828291792,235493.0,12
development,primary,EMU00069989,RF off,86.0,1.165214,31,1.96875,0.11925834396352261,-0.04231071077477113,-0.02775976740307602,1.1986976584111901,2.3686803394992744,207859.0,11
development,primary,EMU00069995,RF on,122.0,1.652978,0,0.03125,0.12198920740050219,0.03232620759816385,-0.19931324713421691,1.0590708135225533,1.9870346522450955,239382.0,11
development,primary,EMU00069995,RF on,122.0,1.652978,1,0.09375,0.08240639978595181,-0.012346192494043284,0.1820139615606263,1.1071202729301919,2.1138855857951673,226348.0,11
development,primary,EMU00069995,RF on,122.0,1.652978,2,0.15625,0.07211876286555477,0.08144943942462264,-0.3754282561181151,1.1279344615257727,2.1854296682357797,215501.0,11
development,primary,EMU00069995,RF on,122.0,1.652978,3,0.21875,0.07394727105007495,0.05413835997027778,0.08382843574687697,1.122288649893079,2.15859251667248,203579.0,10
development,primary,EMU00069995,RF on,122.0,1.652978,4,0.28125,0.07166883616534292,0.08813899886538246,-0.42594639487651187,1.01469296863119,1.90329821498978,245490.0,11
development,primary,EMU00069995,RF on,122.0,1.652978,5,0.34375,0.06320324630526955,0.12042476759488326,-0.12568445597033578,1.0980730294174488,2.0795579439877465,229480.0,11
development,primary,EMU00069995,RF on,122.0,1.652978,6,0.40625,0.05902263456901368,0.1363921821036824,0.025167400801426352,1.1447612433776209,2.208564339418311,216497.0,11
development,primary,EMU00069995,RF on,122.0,1.652978,7,0.46875,-0.0021967135992475933,0.10805226301343272,-0.07412791476647106,1.16674590051484,2.2896829291941776,206264.0,11
development,primary,EMU00069995,RF on,122.0,1.652978,8,0.53125,-0.002047696362066697,0.0944495509556204,0.6489582073097665,1.1295695771109684,2.1792673423709674,179783.0,9
development,primary,EMU00069995,RF on,122.0,1.652978,9,0.59375,0.011675523367707306,0.07071994750103665,-0.0929205486077062,1.1663911552926385,2.271178423948131,193240.0,10
development,primary,EMU00069995,RF on,122.0,1.652978,10,0.65625,-0.015559114660776344,0.05694644789421169,-0.045590625075490124,1.0628307708209754,2.0137604420972863,234014.0,11
development,primary,EMU00069995,RF on,122.0,1.652978,11,0.71875,-0.08524265781534922,0.0511535947824214,-0.07720788781354716,1.1444725291586322,2.197161406391049,217874.0,11
development,primary,EMU00069995,RF on,122.0,1.652978,12,0.78125,-0.08657183188030966,0.09942656062836748,0.05497336271129297,1.1873460363907171,2.319916080580387,205883.0,11
development,primary,EMU00069995,RF on,122.0,1.652978,13,0.84375,-0.06016357738331931,0.036887002697692614,-0.3714750799349233,0.9781018432128096,1.9040982810460223,254630.0,12
development,primary,EMU00069995,RF on,122.0,1.652978,14,0.90625,-0.09415312294685167,0.01963885319771483,-0.6278569514106027,0.8249253586095004,1.551906270262302,301409.0,12
development,primary,EMU00069995,RF on,122.0,1.652978,15,0.96875,-0.08685616478409766,0.03276072399087608,0.03279902214790642,0.9303377581987028,1.7411244756261246,282050.0,12
development,primary,EMU00069995,RF on,122.0,1.652978,16,1.03125,-0.12277643017697736,-0.030345441292489693,0.3676204312684103,0.9827103533626923,1.8646702663368349,267032.0,12
development,primary,EMU00069995,RF on,122.0,1.652978,17,1.09375,-0.12157413242469062,-0.03861599764373296,0.06839580393659324,1.0098899314950913,1.9481377632226724,254199.0,12
development,primary,EMU00069995,RF on,122.0,1.652978,18,1.15625,-0.1117996064991225,-0.04267895314834348,-0.09510869124291088,1.0206787622918312,1.9974441296911118,244426.0,12
development,primary,EMU00069995,RF on,122.0,1.652978,19,1.21875,-0.05688726846409564,-0.04431680333647874,-0.22279831758883847,0.9746562923117296,1.863382945065373,219009.0,10
development,primary,EMU00069995,RF on,122.0,1.652978,20,1.28125,-0.08189413878939537,-0.06995377446564158,0.31158798941923266,0.8855698856282208,1.6707775934962696,287783.0,12
development,primary,EMU00069995,RF on,122.0,1.652978,21,1.34375,-0.04545242788304595,-0.08878658674589404,-0.24578504029783263,0.9823983698445338,1.8535260224245724,267361.0,12
development,primary,EMU00069995,RF on,122.0,1.652978,22,1.40625,-0.015361974490865826,-0.0848827103034025,0.25819661697887275,1.033949984567248,1.9773610299111366,253613.0,12
development,primary,EMU00069995,RF on,122.0,1.652978,23,1.46875,0.019866554079600494,-0.13092205618858485,0.41104541598580546,1.0574455041130408,2.0552437642680035,242553.0,12
development,primary,EMU00069995,RF on,122.0,1.652978,24,1.53125,-0.043077081049585346,-0.06659286295805748,-0.42479919781532116,1.0700879923219484,2.1112611554504026,231649.0,12
development,primary,EMU00069995,RF on,122.0,1.652978,25,1.59375,0.02542099529841584,-0.09938782487042769,-0.002518335209407039,0.9314642979359786,1.761575894889052,275317.0,12
development,primary,EMU00069995,RF on,122.0,1.652978,26,1.65625,0.07563795187795855,-0.035186306705046466,0.28381411357926756,1.0251623754771118,1.9483149551312973,256987.0,12
development,primary,EMU00069995,RF on,122.0,1.652978,27,1.71875,0.09113384296798388,-0.06675647981836952,0.006618844937287566,1.0740475021525386,2.070466806448534,242522.0,12
development,primary,EMU00069995,RF on,122.0,1.652978,28,1.78125,0.07268935180611286,-0.08146773707050183,-0.03419109500400547,1.0979774922516126,2.151657110284712,231441.0,12
development,primary,EMU00069995,RF on,122.0,1.652978,29,1.84375,0.09806773213290672,-0.01667153768447864,-0.15692660658353533,1.0948789071640979,2.1304685989527874,217992.0,11
development,primary,EMU00069995,RF on,122.0,1.652978,30,1.90625,0.10516823480302392,-0.03679985576059656,-0.03128170730366607,1.0510595929271602,1.9876846677522402,195123.0,9
development,primary,EMU00069995,RF on,122.0,1.652978,31,1.96875,0.09517984870635593,-0.007178226076734831,0.024847578319403454,0.9716721275790013,1.810460262929006,257002.0,11
development,primary,EMU00069995,RF off,122.0,1.652978,0,0.03125,0.10889611869991483,0.03849415308523494,0.22551931092089414,1.0601089431789563,1.9899014574419227,240017.0,11
development,primary,EMU00069995,RF off,122.0,1.652978,1,0.09375,0.09283534076033886,0.044385488512070026,-0.8344600214565067,1.1045912879972122,2.106584482042181,225120.0,11
development,primary,EMU00069995,RF off,122.0,1.652978,2,0.15625,0.1144431208834704,-0.0011287510513955032,0.19212353934566775,1.1299419682887009,2.1946783953346567,215917.0,11
development,primary,EMU00069995,RF off,122.0,1.652978,3,0.21875,0.07549478878194948,0.047144217869553855,0.268424908322095,1.124187677547328,2.162843948372387,203773.0,10
development,primary,EMU00069995,RF off,122.0,1.652978,4,0.28125,0.07443893884669596,0.03059649104770163,-0.5718595930718108,1.0144402052905475,1.9035908636175365,245256.0,11
development,primary,EMU00069995,RF off,122.0,1.652978,5,0.34375,0.02399857522143265,0.057606241927830204,-0.012923914043768692,1.0995170453068586,2.082856431944096,229599.0,11
development,primary,EMU00069995,RF off,122.0,1.652978,6,0.40625,-0.017399749796446064,0.11912654749040213,0.0573936378860235,1.1438719085725486,2.205285945624995,216827.0,11
development,primary,EMU00069995,RF off,122.0,1.652978,7,0.46875,0.04350692143937444,0.1087439551384183,0.1165263093521906,1.1670611517240241,2.2901815514228887,206645.0,11
development,primary,EMU00069995,RF off,122.0,1.652978,8,0.53125,0.009037109889937443,0.12765984638227973,0.12157253378790539,1.127405743264021,2.17188261692389,179493.0,9
development,primary,EMU00069995,RF off,122.0,1.652978,9,0.59375,0.001279012484086318,0.10863539475213642,-0.08827994886801542,1.1696507911177507,2.28145855589704,192859.0,10
development,primary,EMU00069995,RF off,122.0,1.652978,10,0.65625,-0.06018435235184251,0.06501395261542048,-0.8055646902250114,1.06198839100628,2.0105524422574805,233020.0,11
development,primary,EMU00069995,RF off,122.0,1.652978,11,0.71875,-0.10443186420847171,0.09488428750907077,0.18785984750624712,1.1447394778471165,2.198694145029833,218292.0,11
development,primary,EMU00069995,RF off,122.0,1.652978,12,0.78125,-0.08622160484327228,0.06579844025908878,-0.02805170604823427,1.1861352830127034,2.3180384692498626,205891.0,11
development,primary,EMU00069995,RF off,122.0,1.652978,13,0.84375,-0.050961996361001856,0.08474639779440177,-0.4102102326321457,0.9791352314211514,1.9056448483936796,254614.0,12
development,primary,EMU00069995,RF off,122.0,1.652978,14,0.90625,-0.054466736940421465,0.05493477814126653,0.1354866947186288,0.8272397277861893,1.5576051404055429,302624.0,12
development,primary,EMU00069995,RF off,122.0,1.652978,15,0.96875,-0.1275422523903977,-0.006492725037540994,-0.5189637546639475,0.9296743239463289,1.7412931482520577,280938.0,12
development,primary,EMU00069995,RF off,122.0,1.652978,16,1.03125,-0.08244653991554174,-0.015111248415116225,-0.3307831370907745,0.9844585633846701,1.8675169082687912,265669.0,12
development,primary,EMU00069995,RF off,122.0,1.652978,17,1.09375,-0.10524542822859037,-0.04080817556676295,-0.2811123245563212,1.0093728495711594,1.946969551326409,253730.0,12
development,primary,EMU00069995,RF off,122.0,1.652978,18,1.15625,-0.046616727779492315,-0.08182946966389716,-0.020909648696860808,1.0213651656532186,1.9990987986371422,244587.0,12
development,primary,EMU00069995,RF off,122.0,1.652978,19,1.21875,-0.08654410372724321,-0.055620450317039834,-0.10906032317759189,0.974211333715861,1.8630333313090448,219265.0,10
development,primary,EMU00069995,RF off,122.0,1.652978,20,1.28125,-0.027822830571727613,-0.0807541649423923,-0.05577230703427052,0.8865735439521988,1.6713341264218928,287194.0,12
development,primary,EMU00069995,RF off,122.0,1.652978,21,1.34375,-0.019021448978736984,-0.052657262735794116,0.19189937143698874,0.9816710073595841,1.851745039510435,268399.0,12
development,primary,EMU00069995,RF off,122.0,1.652978,22,1.40625,-0.038128752631158565,-0.07547134333714332,0.1301874474618598,1.0331202868532048,1.9747733172973378,253642.0,12
development,primary,EMU00069995,RF off,122.0,1.652978,23,1.46875,-0.037654057558015534,-0.1034753093345983,0.09491200640901894,1.0582260674710122,2.0580053282171162,241895.0,12
development,primary,EMU00069995,RF off,122.0,1.652978,24,1.53125,0.00659726507062128,-0.0786533767166942,0.3005645455069567,1.069880137978028,2.110149641302155,233120.0,12
development,primary,EMU00069995,RF off,122.0,1.652978,25,1.59375,0.011009573955199026,-0.08096681427115363,0.4280857399650649,0.9337156192449478,1.7697501852980533,275593.0,12
development,primary,EMU00069995,RF off,122.0,1.652978,26,1.65625,0.08192476620688255,-0.07991830610322029,0.2242185459246371,1.0259384358661994,1.9485908491785005,257044.0,12
development,primary,EMU00069995,RF off,122.0,1.652978,27,1.71875,0.07415770749398032,-0.04234386895521706,0.09771377178302197,1.0752227073169531,2.075484279050562,242424.0,12
development,primary,EMU00069995,RF off,122.0,1.652978,28,1.78125,0.03722553689371764,-0.0422339602373109,-0.09772889019995734,1.0968650021582185,2.147602339537167,231667.0,12
development,primary,EMU00069995,RF off,122.0,1.652978,29,1.84375,0.13011268879382665,-0.03656338255751065,0.2381978430410723,1.0940029142857912,2.129005104583012,218787.0,11
development,primary,EMU00069995,RF off,122.0,1.652978,30,1.90625,0.08726832169579274,-0.046400045322530295,0.42436369030464427,1.0511796686742123,1.989040323143428,195731.0,9
development,primary,EMU00069995,RF off,122.0,1.652978,31,1.96875,0.05814156244385626,-0.003414954536428971,-0.04778745608542951,0.9703675190244976,1.805639373111908,257312.0,11
