split,duration,turns,amplitude,seed,variant,progress,prefix_n,x_p,x_r,rho_1,rho_2,rho_3,rho_4,rho_5,rho_6
calibration,513,2,0.18,2,gradual reference,0.375,193,1.948018258133277,0.9142633561714614,1.0,0.9999999999999998,0.9999999999999998,0.9999999999999999,1.0,1.0
calibration,513,2,0.18,2,gradual reference,0.5,257,2.0,0.5063291191179745,0.9999999999999999,0.9999999999999999,0.9999999999999998,1.0000000000000002,1.0,1.0
calibration,513,2,0.18,2,gradual reference,0.625,321,2.0,0.2194799713408471,0.9999999999999998,1.0,0.9999999999999999,0.9999999999999999,0.9999999999999998,1.0
calibration,513,2,0.18,2,gradual reference,0.75,385,2.0,0.0783649010891642,0.9999999999999999,1.0,0.9999999999999999,0.9999999999999999,1.0000000000000002,1.0
calibration,513,2,0.18,2,gradual reference,0.875,449,2.0,0.01094869459428233,1.0000000000000002,0.9999999999999998,0.9999999999999999,1.0000000000000002,0.9999999999999999,1.0000000000000002
calibration,513,2,0.18,2,gradual reference,0.96875,497,2.0,0.00027185453201679024,1.0,0.9999999999999998,0.9999999999999999,1.0000000000000002,1.0,0.9999999999999999
calibration,513,2,0.18,2,gradual reference,1.0,513,2.0,1.7878557370346743e-06,1.0,0.9999999999999999,1.0000000000000002,1.0,1.0,1.0
calibration,513,2,0.18,2,front-loaded,0.125,96,1.7789231382055843,0.57046261073007,0.9999492496818242,0.9995578202499913,0.9983204858180732,0.9940124065117418,0.981910750661232,0.9681910100691454
calibration,513,2,0.18,2,front-loaded,0.25,129,1.7707536418105425,0.38818594789763594,0.9996603397893998,0.9986645568873459,0.9948595040427684,0.981263010852605,0.9417975145444981,0.8970632278136608
calibration,513,2,0.18,2,front-loaded,0.375,193,1.8234915163096364,0.28466899064989715,0.9993042892675155,0.9972537260514677,0.9893682830379268,0.9611567595728707,0.8827267576402386,0.8221693248167834
calibration,513,2,0.18,2,front-loaded,0.5,257,1.8429321254998452,0.49501387941526936,0.9986483449145321,0.9947068236231975,0.9799492530461866,0.931432407076523,0.8336806021401466,0.893437021816522
calibration,513,2,0.18,2,front-loaded,0.625,321,1.9125438854098646,0.3027542504604593,0.9983071541449702,0.9933411331930098,0.9745380008125745,0.9105610412807699,0.7524447078279421,0.8250445464764011
calibration,513,2,0.18,2,front-loaded,0.75,385,1.9255124764868161,0.1600917700999799,0.9979800401485703,0.9921171248607539,0.970473174473029,0.9017844591107768,0.7579677826253681,0.8117456804323091
calibration,513,2,0.18,2,front-loaded,0.875,449,1.9406996165664236,0.02854488343213423,0.9976573745824864,0.9909341878764301,0.9667831560478473,0.895664569084662,0.7742416907376951,0.839335585205275
calibration,513,2,0.18,2,front-loaded,0.96875,497,1.9840007728272335,0.00099843751674177,0.997252230031798,0.9894543189224944,0.9642614011667676,0.8926222582743522,0.7904076631804074,0.8588475882291153
calibration,513,2,0.18,2,front-loaded,1.0,513,2.0,0.00027121733993492724,0.9973392710652917,0.9897935010293788,0.9634672890874876,0.8918750162022256,0.7964032290353336,0.8633820107629024
calibration,513,2,0.18,2,back-loaded,0.125,96,1.857680941404755,1.2497437059180752,0.9999492496818243,0.9995578202499912,0.9983204858180732,0.9940124065117418,0.981910750661232,0.9681910100691455
calibration,513,2,0.18,2,back-loaded,0.25,129,1.7648949314247822,1.333811109252521,0.9996603397893997,0.9986645568873458,0.9948595040427684,0.981263010852605,0.9417975145444981,0.8970632278136608
calibration,513,2,0.18,2,back-loaded,0.375,193,1.8129980323308084,1.0851548728831588,0.9993042892675155,0.9972537260514677,0.9893682830379268,0.9611567595728706,0.8827267576402386,0.8221693248167834
calibration,513,2,0.18,2,back-loaded,0.5,257,1.8429321254998452,0.5000400312479547,0.9986483449145319,0.9947068236231975,0.9799492530461866,0.931432407076523,0.8336806021401465,0.893437021816522
calibration,513,2,0.18,2,back-loaded,0.625,321,1.8604206764715725,0.1791139765628022,0.9983071541449703,0.99334113319301,0.9745380008125742,0.91056104128077,0.7524447078279421,0.8250445464764014
calibration,513,2,0.18,2,back-loaded,0.75,385,1.9280715849660754,0.032226180419100595,0.9979800401485703,0.992117124860754,0.9704731744730289,0.9017844591107766,0.7579677826253682,0.8117456804323091
calibration,513,2,0.18,2,back-loaded,0.875,449,1.9886174215803099,0.001143098473339828,0.9976573745824863,0.9909341878764302,0.9667831560478471,0.895664569084662,0.7742416907376952,0.839335585205275
calibration,513,2,0.18,2,back-loaded,0.96875,497,2.0,0.00026945850324399187,0.997252230031798,0.9894543189224944,0.9642614011667676,0.8926222582743523,0.7904076631804078,0.8588475882291156
calibration,513,2,0.18,2,back-loaded,1.0,513,2.0,0.0002680919609707403,0.9973392710652917,0.9897935010293787,0.9634672890874876,0.8918750162022258,0.7964032290353337,0.8633820107629024
calibration,513,2,0.18,2,early burst,0.125,96,1.5278078346953903,1.2952062453139335,0.9998545394653913,0.9987162171522576,0.9950344248171314,0.9817277094047789,0.9425432570305415,0.9030990509881294
calibration,513,2,0.18,2,early burst,0.25,129,1.5892613820325563,0.8840964669926735,0.9995087025366383,0.9980896481947497,0.9928263725920033,0.9754019727414517,0.9360462998028396,0.9407854738531508
calibration,513,2,0.18,2,early burst,0.375,193,1.6567654183737401,0.17009291194991696,0.9980222618271442,0.9921696415338889,0.9695577860191749,0.8886022298452524,0.6726712643005098,0.6032615437055281
calibration,513,2,0.18,2,early burst,0.5,257,1.666958094755546,0.5065664753507164,0.9958447013911205,0.9833911645063185,0.9343930630662036,0.754255179064498,0.24919209555122554,0.11613501288909671
calibration,513,2,0.18,2,early burst,0.625,321,1.735352573480595,0.013174601397079403,0.994792764420165,0.9791453486065403,0.9177028617860361,0.697944754185016,0.25605536136511964,0.19363113569537235
calibration,513,2,0.18,2,early burst,0.75,385,1.8714465539002019,0.0010148526033937318,0.9937635639938001,0.975147396632844,0.9035787952957555,0.6659617402913928,0.30537026518868166,0.3954770405909669
calibration,513,2,0.18,2,early burst,0.875,449,1.9746551756010302,0.000911808529739817,0.9927411472668402,0.9712359501240785,0.8905383946243043,0.6446078798234204,0.3475672680508474,0.589112190251717
calibration,513,2,0.18,2,early burst,0.96875,497,2.0,0.0008946942402286242,0.9914554824648931,0.9663365594720563,0.8815131442624102,0.6351867679516954,0.3850288205746981,0.6392025567574438
calibration,513,2,0.18,2,early burst,1.0,513,2.0,0.0009115269861615927,0.9917261987903313,0.9674202914722945,0.8786530484224911,0.6332212927348201,0.39870595734267356,0.6342956824337969
calibration,513,2,0.18,2,positive detour,0.125,96,1.7617402695530242,0.955485182191215,0.9999921012490953,0.9999321915329029,0.9997479906029257,0.9991384175110707,0.9975906667060217,0.9962767744329352
calibration,513,2,0.18,2,positive detour,0.25,129,1.8207182547143834,1.0045615554924743,0.9999644533733103,0.9998651606167692,0.9995173185284392,0.9984851960301236,0.996596860149774,0.9973790368090004
calibration,513,2,0.18,2,positive detour,0.375,193,1.84081440563204,0.6125573525816664,0.9996086256174329,0.998454636260748,0.9940106862795973,0.9780246866866001,0.9327672022049043,0.8969886761199265
calibration,513,2,0.18,2,positive detour,0.5,257,1.8856982070664499,0.22821929671530755,0.999221125530929,0.9968442785620468,0.9871279722506648,0.947941819069387,0.8143974647330653,0.7027347626991024
calibration,513,2,0.18,2,positive detour,0.625,321,1.9255124764868161,0.06740257664454816,0.9990261798290369,0.9960608987850808,0.9840359820118301,0.9370274655431137,0.7960761101347567,0.7649731969192436
calibration,513,2,0.18,2,positive detour,0.75,385,1.9793468926338718,0.022931210996152102,0.998831608761942,0.995283890545351,0.9810562075537003,0.9280808998041307,0.8026004340670283,0.8809966701904148
calibration,513,2,0.18,2,positive detour,0.875,449,2.0,0.005116402565322263,0.9986374827370867,0.9945142417778648,0.9781983100207826,0.9209489060420761,0.8200820489047148,0.9257439179704825
calibration,513,2,0.18,2,positive detour,0.96875,497,2.0,0.0003505616440989716,0.9983929619352921,0.9935454160443669,0.9761462636341297,0.9168539421820854,0.8372247516883826,0.9238069423416927
calibration,513,2,0.18,2,positive detour,1.0,513,2.0,0.00017101040118580775,0.9984438779563198,0.9937532064939779,0.9754811563719931,0.9157306752320975,0.8432951571524671,0.9213413698576844
calibration,513,2,0.18,2,negative detour,0.125,96,1.9047522046914123,0.5703795574572693,0.9999921012490951,0.9999321915329029,0.9997479906029256,0.9991384175110707,0.9975906667060216,0.9962767744329353
calibration,513,2,0.18,2,negative detour,0.25,129,1.8886598787549296,0.7675410352284707,0.9999644533733102,0.9998651606167692,0.9995173185284391,0.9984851960301236,0.996596860149774,0.9973790368090004
calibration,513,2,0.18,2,negative detour,0.375,193,1.8821490395971698,1.2926994228485498,0.999608625617433,0.998454636260748,0.9940106862795972,0.9780246866865999,0.9327672022049041,0.896988676119926
calibration,513,2,0.18,2,negative detour,0.5,257,1.8829436528323542,0.9049055043161444,0.999221125530929,0.9968442785620468,0.987127972250665,0.947941819069387,0.8143974647330653,0.7027347626991023
calibration,513,2,0.18,2,negative detour,0.625,321,1.8829436528323542,0.528581662877341,0.9990261798290369,0.9960608987850806,0.98403598201183,0.9370274655431137,0.7960761101347568,0.7649731969192435
calibration,513,2,0.18,2,negative detour,0.75,385,1.9099148238404713,0.16987251639078926,0.9988316087619421,0.9952838905453508,0.9810562075537003,0.9280808998041307,0.8026004340670282,0.8809966701904147
calibration,513,2,0.18,2,negative detour,0.875,449,1.9651557344919852,0.01517348045943484,0.9986374827370866,0.9945142417778647,0.9781983100207825,0.9209489060420761,0.8200820489047149,0.9257439179704824
calibration,513,2,0.18,2,negative detour,0.96875,497,1.995473874708867,0.00039469505057276497,0.9983929619352921,0.9935454160443671,0.9761462636341296,0.9168539421820854,0.8372247516883825,0.9238069423416927
calibration,513,2,0.18,2,negative detour,1.0,513,2.0,0.00017629675401596972,0.9984438779563198,0.993753206493978,0.9754811563719932,0.9157306752320974,0.8432951571524668,0.9213413698576844
calibration,513,2,0.18,2,oscillatory detour,0.125,96,1.8270312650318163,0.21607079354783856,0.999928559574132,0.9993477869918936,0.9973515544301109,0.9893761394766817,0.962592768830334,0.9399147883300005
calibration,513,2,0.18,2,oscillatory detour,0.25,129,1.8065027865205896,0.6049801747345345,0.9993944279611251,0.9976465414955527,0.991230709018271,0.9710077370618482,0.93265120120506,0.963367380918819
calibration,513,2,0.18,2,oscillatory detour,0.375,193,1.700256168169323,1.252749546228152,0.9982314775474139,0.9929453346679441,0.9725552234126891,0.9045086231140599,0.7718908532227353,0.8557422111571208
calibration,513,2,0.18,2,oscillatory detour,0.5,257,1.7979276834906541,0.7726495399721004,0.9975306674207133,0.9901308403005026,0.9618342166478097,0.8737127621494644,0.770451875360016,0.9779510129066521
calibration,513,2,0.18,2,oscillatory detour,0.625,321,1.8194744322821481,0.07959075979658564,0.9969206030358176,0.9878072662250237,0.9545371592067907,0.8683023117156244,0.8431844589460732,0.9095575851782173
calibration,513,2,0.18,2,oscillatory detour,0.75,385,1.907999870109848,0.0727190788076933,0.9963169604460647,0.9855824486279048,0.9485550572455641,0.8726960186684568,0.9108656425023836,0.9241642243905257
calibration,513,2,0.18,2,oscillatory detour,0.875,449,1.9816785241547512,0.013973786754832344,0.995720964350155,0.983472410423932,0.9439641953187281,0.8838416929076333,0.9496946231491663,0.9349883751345074
calibration,513,2,0.18,2,oscillatory detour,0.96875,497,1.9977413747435437,0.0007476100689716577,0.9949745849201357,0.9808756956585111,0.941443179085024,0.8949224981946194,0.9571804773553623,0.9412601301659896
calibration,513,2,0.18,2,oscillatory detour,1.0,513,2.0,0.0005364383128548689,0.9951338057909853,0.9814913528623519,0.9407758531642602,0.8989272705757241,0.9571258471129275,0.9430886258701816
calibration,513,2,0.18,2,pseudo-stochastic bridge,0.125,96,1.722867746569725,0.6211661569753236,0.9999441882730407,0.9995070463463908,0.9980878328940669,0.9928867361136352,0.9769454757019729,0.9622861307143462
calibration,513,2,0.18,2,pseudo-stochastic bridge,0.25,129,1.7764674722498968,0.4443931417355821,0.9996621249276421,0.9986433458232896,0.9945638305429846,0.978739569796191,0.927641925420631,0.8750657605375484
calibration,513,2,0.18,2,pseudo-stochastic bridge,0.375,193,1.8253407064599914,0.5213834620857413,0.9994057752620231,0.9976354276046713,0.9907693566921867,0.9666235920041792,0.9091570899959339,0.9100116213021717
calibration,513,2,0.18,2,pseudo-stochastic bridge,0.5,257,1.8632845931007183,0.2732266772266541,0.9984172903611294,0.9941616718011644,0.9807234651078225,0.9500488820034774,0.9171936109017335,0.9335621733004822
calibration,513,2,0.18,2,pseudo-stochastic bridge,0.625,321,1.933156005665897,0.059440856180864574,0.9979793641885264,0.9922855781874742,0.9729872512439425,0.9284863562625082,0.9020085726674387,0.880834172988364
calibration,513,2,0.18,2,pseudo-stochastic bridge,0.75,385,1.9746551756010302,0.010326568457075727,0.9976014950455507,0.991000550656832,0.9700701349433368,0.9316864772172965,0.9202784317704582,0.8793152306035728
calibration,513,2,0.18,2,pseudo-stochastic bridge,0.875,449,1.9886174215803099,0.0005339115504799228,0.9972339138358756,0.9898163687424973,0.9680056677689067,0.9367540943593381,0.9311158407220032,0.9142158641764785
calibration,513,2,0.18,2,pseudo-stochastic bridge,0.96875,497,1.9931974298777253,0.00030664672531248536,0.9967749054802667,0.9883617173672323,0.9669813604880984,0.9407643124444063,0.9330758661626408,0.9646426963928677
calibration,513,2,0.18,2,pseudo-stochastic bridge,1.0,513,2.0,0.00025828230644015567,0.9968770760006791,0.9887361663061096,0.966732982120125,0.942053865327013,0.9326141541860438,0.9646614443621769
calibration,513,2,0.3,0,gradual reference,0.125,96,2.0,0.7979738310720379,1.0,1.0,1.0,0.9999999999999999,0.9999999999999998,0.9999999999999999
calibration,513,2,0.3,0,gradual reference,0.25,129,1.9235018959480004,0.8314801706627527,1.0,1.0,1.0,0.9999999999999998,1.0000000000000002,1.0
calibration,513,2,0.3,0,gradual reference,0.375,193,1.948018258133277,0.9142633561714614,1.0,0.9999999999999998,0.9999999999999998,0.9999999999999999,1.0,1.0
calibration,513,2,0.3,0,gradual reference,0.5,257,2.0,0.5063291191179745,0.9999999999999999,0.9999999999999999,0.9999999999999998,1.0000000000000002,1.0,1.0
calibration,513,2,0.3,0,gradual reference,0.625,321,2.0,0.2194799713408471,0.9999999999999998,1.0,0.9999999999999999,0.9999999999999999,0.9999999999999998,1.0
calibration,513,2,0.3,0,gradual reference,0.75,385,2.0,0.0783649010891642,0.9999999999999999,1.0,0.9999999999999999,0.9999999999999999,1.0000000000000002,1.0
calibration,513,2,0.3,0,gradual reference,0.875,449,2.0,0.01094869459428233,1.0000000000000002,0.9999999999999998,0.9999999999999999,1.0000000000000002,0.9999999999999999,1.0000000000000002
calibration,513,2,0.3,0,gradual reference,0.96875,497,2.0,0.00027185453201679024,1.0,0.9999999999999998,0.9999999999999999,1.0000000000000002,1.0,0.9999999999999999
calibration,513,2,0.3,0,gradual reference,1.0,513,2.0,1.7878557370346743e-06,1.0,0.9999999999999999,1.0000000000000002,1.0,1.0,1.0
calibration,513,2,0.3,0,front-loaded,0.125,96,1.7789231382055843,0.57046261073007,0.9999492496818242,0.9995578202499913,0.9983204858180732,0.9940124065117418,0.981910750661232,0.9681910100691454
calibration,513,2,0.3,0,front-loaded,0.25,129,1.7707536418105425,0.38818594789763594,0.9996603397893998,0.9986645568873459,0.9948595040427684,0.981263010852605,0.9417975145444981,0.8970632278136608
calibration,513,2,0.3,0,front-loaded,0.375,193,1.8234915163096364,0.28466899064989715,0.9993042892675155,0.9972537260514677,0.9893682830379268,0.9611567595728707,0.8827267576402386,0.8221693248167834
calibration,513,2,0.3,0,front-loaded,0.5,257,1.8429321254998452,0.49501387941526936,0.9986483449145321,0.9947068236231975,0.9799492530461866,0.931432407076523,0.8336806021401466,0.893437021816522
calibration,513,2,0.3,0,front-loaded,0.625,321,1.9125438854098646,0.3027542504604593,0.9983071541449702,0.9933411331930098,0.9745380008125745,0.9105610412807699,0.7524447078279421,0.8250445464764011
calibration,513,2,0.3,0,front-loaded,0.75,385,1.9255124764868161,0.1600917700999799,0.9979800401485703,0.9921171248607539,0.970473174473029,0.9017844591107768,0.7579677826253681,0.8117456804323091
calibration,513,2,0.3,0,front-loaded,0.875,449,1.9406996165664236,0.02854488343213423,0.9976573745824864,0.9909341878764301,0.9667831560478473,0.895664569084662,0.7742416907376951,0.839335585205275
calibration,513,2,0.3,0,front-loaded,0.96875,497,1.9840007728272335,0.00099843751674177,0.997252230031798,0.9894543189224944,0.9642614011667676,0.8926222582743522,0.7904076631804074,0.8588475882291153
